 Absolute and relative mass balance error for water and solute transport 

    Time [T]   WatVol [V]  WatBalT [V]  WatBalR [%]  ww [V]  wCumT [V]  WatVol-wVolI[V]   wCumA[V]    Deltaw[V]   TotalRootFlow [V/T]  TotRadialFlow [V/T]
      1.2000  3.18311E+01  1.50095E-07  2.38924E-05  6.28210E-01  6.28210E-01 -6.28210E-01  6.28210E-01  6.28210E-01  1.99998E-01  1.99998E-01
      1.2250  3.18208E+01  1.25324E-07  1.96292E-05  6.38456E-01  6.38456E-01 -6.38456E-01  6.38456E-01  6.38456E-01  2.00000E-01  2.00000E-01
      1.2500  3.18106E+01  1.16730E-07  1.79949E-05  6.48686E-01  6.48686E-01 -6.48686E-01  6.48686E-01  6.48686E-01  2.00000E-01  2.00000E-01
      1.2750  3.18004E+01  1.22438E-07  1.85821E-05  6.58904E-01  6.58904E-01 -6.58903E-01  6.58904E-01  6.58903E-01  2.00001E-01  2.00001E-01
      1.3000  3.17902E+01  1.00646E-08  1.50418E-06  6.69107E-01  6.69107E-01 -6.69107E-01  6.69107E-01  6.69107E-01  1.99996E-01  1.99996E-01
      1.3250  3.17800E+01 -2.67510E-08  3.93804E-06  6.79297E-01  6.79297E-01 -6.79297E-01  6.79297E-01  6.79297E-01  1.99999E-01  1.99999E-01
      1.3500  3.17698E+01 -3.52667E-08  5.11503E-06  6.89472E-01  6.89472E-01 -6.89472E-01  6.89472E-01  6.89472E-01  2.00000E-01  2.00000E-01
      1.3750  3.17597E+01 -4.36451E-08  6.23829E-06  6.99633E-01  6.99632E-01 -6.99633E-01  6.99632E-01  6.99633E-01  2.00000E-01  2.00000E-01
      1.4000  3.17495E+01 -5.87439E-08  8.27634E-06  7.09781E-01  7.09781E-01 -7.09781E-01  7.09781E-01  7.09781E-01  2.00000E-01  2.00000E-01
      1.4250  3.17394E+01 -6.70691E-08  9.31627E-06  7.19914E-01  7.19914E-01 -7.19914E-01  7.19914E-01  7.19914E-01  2.00000E-01  2.00000E-01
      1.4500  3.17293E+01 -8.27657E-08  1.13372E-05  7.30035E-01  7.30035E-01 -7.30035E-01  7.30035E-01  7.30035E-01  2.00000E-01  2.00000E-01
